2.955627441406250000e-02,1.259765625000000000e-01,4.179687500000000000e-01,4.528808593750000000e-01,5.131835937500000000e-01,5.825195312500000000e-01,6.279296875000000000e-01,6.870117187500000000e-01,7.656250000000000000e-01,8.427734375000000000e-01,9.477539062500000000e-01,8.500976562500000000e-01,7.861328125000000000e-01,7.319335937500000000e-01,6.811523437500000000e-01,6.391601562500000000e-01,5.908203125000000000e-01,5.385742187500000000e-01,5.019531250000000000e-01,4.599609375000000000e-01,4.418945312500000000e-01,4.182128906250000000e-01,4.013671875000000000e-01,3.723144531250000000e-01,3.737792968750000000e-01,3.420410156250000000e-01,3.376464843750000000e-01,2.822265625000000000e-01,2.697753906250000000e-01,2.597656250000000000e-01,2.218017578125000000e-01,1.918945312500000000e-01
2.609252929687500000e-02,1.090087890625000000e-01,3.837890625000000000e-01,4.211425781250000000e-01,4.765625000000000000e-01,5.424804687500000000e-01,5.888671875000000000e-01,6.406250000000000000e-01,7.084960937500000000e-01,7.739257812500000000e-01,8.500976562500000000e-01,9.487304687500000000e-01,8.564453125000000000e-01,7.929687500000000000e-01,7.333984375000000000e-01,6.831054687500000000e-01,6.298828125000000000e-01,5.708007812500000000e-01,5.302734375000000000e-01,4.846191406250000000e-01,4.631347656250000000e-01,4.362792968750000000e-01,4.179687500000000000e-01,3.876953125000000000e-01,3.867187500000000000e-01,3.544921875000000000e-01,3.481445312500000000e-01,2.924804687500000000e-01,2.790527343750000000e-01,2.678222656250000000e-01,2.292480468750000000e-01,1.990966796875000000e-01
2.534484863281250000e-02,1.102294921875000000e-01,3.735351562500000000e-01,4.050292968750000000e-01,4.572753906250000000e-01,5.170898437500000000e-01,5.546875000000000000e-01,6.030273437500000000e-01,6.655273437500000000e-01,7.221679687500000000e-01,7.861328125000000000e-01,8.564453125000000000e-01,9.492187500000000000e-01,8.627929687500000000e-01,7.924804687500000000e-01,7.368164062500000000e-01,6.787109375000000000e-01,6.166992187500000000e-01,5.717773437500000000e-01,5.224609375000000000e-01,4.985351562500000000e-01,4.702148437500000000e-01,4.504394531250000000e-01,4.179687500000000000e-01,4.152832031250000000e-01,3.820800781250000000e-01,3.745117187500000000e-01,3.164062500000000000e-01,3.007812500000000000e-01,2.871093750000000000e-01,2.465820312500000000e-01,2.141113281250000000e-01
2.320861816406250000e-02,1.058349609375000000e-01,3.549804687500000000e-01,3.857421875000000000e-01,4.340820312500000000e-01,4.902343750000000000e-01,5.234375000000000000e-01,5.668945312500000000e-01,6.235351562500000000e-01,6.757812500000000000e-01,7.319335937500000000e-01,7.929687500000000000e-01,8.627929687500000000e-01,9.497070312500000000e-01,8.554687500000000000e-01,7.915039062500000000e-01,7.260742187500000000e-01,6.582031250000000000e-01,6.113281250000000000e-01,5.566406250000000000e-01,5.297851562500000000e-01,4.982910156250000000e-01,4.760742187500000000e-01,4.421386718750000000e-01,4.362792968750000000e-01,4.028320312500000000e-01,3.935546875000000000e-01,3.354492187500000000e-01,3.181152343750000000e-01,3.024902343750000000e-01,2.619628906250000000e-01,2.274169921875000000e-01
2.191162109375000000e-02,1.060791015625000000e-01,3.439941406250000000e-01,3.708496093750000000e-01,4.152832031250000000e-01,4.665527343750000000e-01,4.951171875000000000e-01,5.351562500000000000e-01,5.864257812500000000e-01,6.313476562500000000e-01,6.811523437500000000e-01,7.333984375000000000e-01,7.924804687500000000e-01,8.554687500000000000e-01,9.501953125000000000e-01,8.618164062500000000e-01,7.915039062500000000e-01,7.197265625000000000e-01,6.674804687500000000e-01,6.064453125000000000e-01,5.756835937500000000e-01,5.405273437500000000e-01,5.156250000000000000e-01,4.802246093750000000e-01,4.709472656250000000e-01,4.362792968750000000e-01,4.243164062500000000e-01,3.649902343750000000e-01,3.461914062500000000e-01,3.288574218750000000e-01,2.868652343750000000e-01,2.495117187500000000e-01
2.249145507812500000e-02,1.135864257812500000e-01,3.483886718750000000e-01,3.708496093750000000e-01,4.125976562500000000e-01,4.572753906250000000e-01,4.797363281250000000e-01,5.146484375000000000e-01,5.590820312500000000e-01,5.986328125000000000e-01,6.391601562500000000e-01,6.831054687500000000e-01,7.368164062500000000e-01,7.915039062500000000e-01,8.618164062500000000e-01,9.497070312500000000e-01,8.574218750000000000e-01,7.797851562500000000e-01,7.255859375000000000e-01,6.606445312500000000e-01,6.269531250000000000e-01,5.888671875000000000e-01,5.629882812500000000e-01,5.253906250000000000e-01,5.136718750000000000e-01,4.763183593750000000e-01,4.628906250000000000e-01,3.989257812500000000e-01,3.774414062500000000e-01,3.581542968750000000e-01,3.142089843750000000e-01,2.727050781250000000e-01
1.930236816406250000e-02,1.109619140625000000e-01,3.322753906250000000e-01,3.542480468750000000e-01,3.920898437500000000e-01,4.328613281250000000e-01,4.528808593750000000e-01,4.841308593750000000e-01,5.234375000000000000e-01,5.556640625000000000e-01,5.908203125000000000e-01,6.298828125000000000e-01,6.787109375000000000e-01,7.260742187500000000e-01,7.915039062500000000e-01,8.574218750000000000e-01,9.506835937500000000e-01,8.579101562500000000e-01,7.973632812500000000e-01,7.270507812500000000e-01,6.899414062500000000e-01,6.484375000000000000e-01,6.191406250000000000e-01,5.791015625000000000e-01,5.634765625000000000e-01,5.253906250000000000e-01,5.087890625000000000e-01,4.436035156250000000e-01,4.201660156250000000e-01,3.967285156250000000e-01,3.500976562500000000e-01,3.061523437500000000e-01
1.448822021484375000e-02,1.051025390625000000e-01,3.144531250000000000e-01,3.344726562500000000e-01,3.679199218750000000e-01,4.050292968750000000e-01,4.213867187500000000e-01,4.506835937500000000e-01,4.838867187500000000e-01,5.092773437500000000e-01,5.385742187500000000e-01,5.708007812500000000e-01,6.166992187500000000e-01,6.582031250000000000e-01,7.197265625000000000e-01,7.797851562500000000e-01,8.579101562500000000e-01,9.511718750000000000e-01,8.754882812500000000e-01,8.002929687500000000e-01,7.592773437500000000e-01,7.187500000000000000e-01,6.855468750000000000e-01,6.435546875000000000e-01,6.225585937500000000e-01,5.859375000000000000e-01,5.654296875000000000e-01,5.004882812500000000e-01,4.743652343750000000e-01,4.467773437500000000e-01,3.989257812500000000e-01,3.503417968750000000e-01
1.524353027343750000e-02,1.112060546875000000e-01,3.015136718750000000e-01,3.198242187500000000e-01,3.515625000000000000e-01,3.857421875000000000e-01,3.989257812500000000e-01,4.243164062500000000e-01,4.533691406250000000e-01,4.775390625000000000e-01,5.019531250000000000e-01,5.302734375000000000e-01,5.717773437500000000e-01,6.113281250000000000e-01,6.674804687500000000e-01,7.255859375000000000e-01,7.973632812500000000e-01,8.754882812500000000e-01,9.521484375000000000e-01,8.613281250000000000e-01,8.154296875000000000e-01,7.714843750000000000e-01,7.368164062500000000e-01,6.948242187500000000e-01,6.699218750000000000e-01,6.328125000000000000e-01,6.088867187500000000e-01,5.444335937500000000e-01,5.161132812500000000e-01,4.863281250000000000e-01,4.377441406250000000e-01,3.857421875000000000e-01
1.254272460937500000e-02,9.838867187500000000e-02,2.836914062500000000e-01,3.020019531250000000e-01,3.298339843750000000e-01,3.613281250000000000e-01,3.718261718750000000e-01,3.945312500000000000e-01,4.204101562500000000e-01,4.396972656250000000e-01,4.599609375000000000e-01,4.846191406250000000e-01,5.224609375000000000e-01,5.566406250000000000e-01,6.064453125000000000e-01,6.606445312500000000e-01,7.270507812500000000e-01,8.002929687500000000e-01,8.613281250000000000e-01,9.526367187500000000e-01,8.925781250000000000e-01,8.442382812500000000e-01,8.051757812500000000e-01,7.622070312500000000e-01,7.319335937500000000e-01,6.943359375000000000e-01,6.660156250000000000e-01,6.025390625000000000e-01,5.708007812500000000e-01,5.390625000000000000e-01,4.882812500000000000e-01,4.318847656250000000e-01
1.209259033203125000e-02,9.851074218750000000e-02,2.827148437500000000e-01,2.993164062500000000e-01,3.249511718750000000e-01,3.547363281250000000e-01,3.623046875000000000e-01,3.828125000000000000e-01,4.072265625000000000e-01,4.238281250000000000e-01,4.418945312500000000e-01,4.631347656250000000e-01,4.985351562500000000e-01,5.297851562500000000e-01,5.756835937500000000e-01,6.269531250000000000e-01,6.899414062500000000e-01,7.592773437500000000e-01,8.154296875000000000e-01,8.925781250000000000e-01,9.526367187500000000e-01,8.955078125000000000e-01,8.540039062500000000e-01,8.105468750000000000e-01,7.788085937500000000e-01,7.412109375000000000e-01,7.114257812500000000e-01,6.464843750000000000e-01,6.132812500000000000e-01,5.795898437500000000e-01,5.263671875000000000e-01,4.675292968750000000e-01
1.347351074218750000e-02,1.024169921875000000e-01,2.800292968750000000e-01,2.915039062500000000e-01,3.161621093750000000e-01,3.422851562500000000e-01,3.466796875000000000e-01,3.649902343750000000e-01,3.872070312500000000e-01,4.013671875000000000e-01,4.182128906250000000e-01,4.362792968750000000e-01,4.702148437500000000e-01,4.982910156250000000e-01,5.405273437500000000e-01,5.888671875000000000e-01,6.484375000000000000e-01,7.187500000000000000e-01,7.714843750000000000e-01,8.442382812500000000e-01,8.955078125000000000e-01,9.526367187500000000e-01,9.052734375000000000e-01,8.623046875000000000e-01,8.286132812500000000e-01,7.924804687500000000e-01,7.607421875000000000e-01,6.958007812500000000e-01,6.616210937500000000e-01,6.254882812500000000e-01,5.722656250000000000e-01,5.083007812500000000e-01
1.425933837890625000e-02,1.051025390625000000e-01,2.773437500000000000e-01,2.866210937500000000e-01,3.100585937500000000e-01,3.337402343750000000e-01,3.359375000000000000e-01,3.525390625000000000e-01,3.723144531250000000e-01,3.862304687500000000e-01,4.013671875000000000e-01,4.179687500000000000e-01,4.504394531250000000e-01,4.760742187500000000e-01,5.156250000000000000e-01,5.629882812500000000e-01,6.191406250000000000e-01,6.855468750000000000e-01,7.368164062500000000e-01,8.051757812500000000e-01,8.540039062500000000e-01,9.052734375000000000e-01,9.526367187500000000e-01,9.057617187500000000e-01,8.691406250000000000e-01,8.334960937500000000e-01,8.007812500000000000e-01,7.363281250000000000e-01,7.006835937500000000e-01,6.635742187500000000e-01,6.098632812500000000e-01,5.439453125000000000e-01
1.571655273437500000e-02,1.033325195312500000e-01,2.602539062500000000e-01,2.680664062500000000e-01,2.895507812500000000e-01,3.107910156250000000e-01,3.127441406250000000e-01,3.273925781250000000e-01,3.452148437500000000e-01,3.583984375000000000e-01,3.723144531250000000e-01,3.876953125000000000e-01,4.179687500000000000e-01,4.421386718750000000e-01,4.802246093750000000e-01,5.253906250000000000e-01,5.791015625000000000e-01,6.435546875000000000e-01,6.948242187500000000e-01,7.622070312500000000e-01,8.105468750000000000e-01,8.623046875000000000e-01,9.057617187500000000e-01,9.536132812500000000e-01,9.096679687500000000e-01,8.735351562500000000e-01,8.383789062500000000e-01,7.768554687500000000e-01,7.402343750000000000e-01,7.016601562500000000e-01,6.489257812500000000e-01,5.800781250000000000e-01
1.564025878906250000e-02,1.038208007812500000e-01,2.746582031250000000e-01,2.785644531250000000e-01,3.005371093750000000e-01,3.208007812500000000e-01,3.190917968750000000e-01,3.315429687500000000e-01,3.491210937500000000e-01,3.608398437500000000e-01,3.737792968750000000e-01,3.867187500000000000e-01,4.152832031250000000e-01,4.362792968750000000e-01,4.709472656250000000e-01,5.136718750000000000e-01,5.634765625000000000e-01,6.225585937500000000e-01,6.699218750000000000e-01,7.319335937500000000e-01,7.788085937500000000e-01,8.286132812500000000e-01,8.691406250000000000e-01,9.096679687500000000e-01,9.531250000000000000e-01,9.111328125000000000e-01,8.745117187500000000e-01,8.100585937500000000e-01,7.739257812500000000e-01,7.348632812500000000e-01,6.787109375000000000e-01,6.088867187500000000e-01
1.376342773437500000e-02,1.006469726562500000e-01,2.463378906250000000e-01,2.521972656250000000e-01,2.724609375000000000e-01,2.917480468750000000e-01,2.910156250000000000e-01,3.032226562500000000e-01,3.190917968750000000e-01,3.300781250000000000e-01,3.420410156250000000e-01,3.544921875000000000e-01,3.820800781250000000e-01,4.028320312500000000e-01,4.362792968750000000e-01,4.763183593750000000e-01,5.253906250000000000e-01,5.859375000000000000e-01,6.328125000000000000e-01,6.943359375000000000e-01,7.412109375000000000e-01,7.924804687500000000e-01,8.334960937500000000e-01,8.735351562500000000e-01,9.111328125000000000e-01,9.541015625000000000e-01,9.121093750000000000e-01,8.520507812500000000e-01,8.139648437500000000e-01,7.739257812500000000e-01,7.197265625000000000e-01,6.489257812500000000e-01
1.287841796875000000e-02,9.265136718750000000e-02,2.465820312500000000e-01,2.519531250000000000e-01,2.717285156250000000e-01,2.912597656250000000e-01,2.888183593750000000e-01,3.010253906250000000e-01,3.173828125000000000e-01,3.266601562500000000e-01,3.376464843750000000e-01,3.481445312500000000e-01,3.745117187500000000e-01,3.935546875000000000e-01,4.243164062500000000e-01,4.628906250000000000e-01,5.087890625000000000e-01,5.654296875000000000e-01,6.088867187500000000e-01,6.660156250000000000e-01,7.114257812500000000e-01,7.607421875000000000e-01,8.007812500000000000e-01,8.383789062500000000e-01,8.745117187500000000e-01,9.121093750000000000e-01,9.536132812500000000e-01,8.876953125000000000e-01,8.500976562500000000e-01,8.105468750000000000e-01,7.558593750000000000e-01,6.845703125000000000e-01
1.013183593750000000e-02,8.685302734375000000e-02,1.958007812500000000e-01,2.037353515625000000e-01,2.209472656250000000e-01,2.382812500000000000e-01,2.392578125000000000e-01,2.504882812500000000e-01,2.639160156250000000e-01,2.719726562500000000e-01,2.822265625000000000e-01,2.924804687500000000e-01,3.164062500000000000e-01,3.354492187500000000e-01,3.649902343750000000e-01,3.989257812500000000e-01,4.436035156250000000e-01,5.004882812500000000e-01,5.444335937500000000e-01,6.025390625000000000e-01,6.464843750000000000e-01,6.958007812500000000e-01,7.363281250000000000e-01,7.768554687500000000e-01,8.100585937500000000e-01,8.520507812500000000e-01,8.876953125000000000e-01,9.550781250000000000e-01,9.111328125000000000e-01,8.691406250000000000e-01,8.208007812500000000e-01,7.485351562500000000e-01
1.134490966796875000e-02,7.458496093750000000e-02,1.871337890625000000e-01,1.953125000000000000e-01,2.111816406250000000e-01,2.281494140625000000e-01,2.290039062500000000e-01,2.401123046875000000e-01,2.534179687500000000e-01,2.597656250000000000e-01,2.697753906250000000e-01,2.790527343750000000e-01,3.007812500000000000e-01,3.181152343750000000e-01,3.461914062500000000e-01,3.774414062500000000e-01,4.201660156250000000e-01,4.743652343750000000e-01,5.161132812500000000e-01,5.708007812500000000e-01,6.132812500000000000e-01,6.616210937500000000e-01,7.006835937500000000e-01,7.402343750000000000e-01,7.739257812500000000e-01,8.139648437500000000e-01,8.500976562500000000e-01,9.111328125000000000e-01,9.550781250000000000e-01,9.091796875000000000e-01,8.603515625000000000e-01,7.905273437500000000e-01
1.224517822265625000e-02,7.556152343750000000e-02,1.837158203125000000e-01,1.910400390625000000e-01,2.069091796875000000e-01,2.227783203125000000e-01,2.227783203125000000e-01,2.322998046875000000e-01,2.443847656250000000e-01,2.502441406250000000e-01,2.597656250000000000e-01,2.678222656250000000e-01,2.871093750000000000e-01,3.024902343750000000e-01,3.288574218750000000e-01,3.581542968750000000e-01,3.967285156250000000e-01,4.467773437500000000e-01,4.863281250000000000e-01,5.390625000000000000e-01,5.795898437500000000e-01,6.254882812500000000e-01,6.635742187500000000e-01,7.016601562500000000e-01,7.348632812500000000e-01,7.739257812500000000e-01,8.105468750000000000e-01,8.691406250000000000e-01,9.091796875000000000e-01,9.550781250000000000e-01,9.052734375000000000e-01,8.383789062500000000e-01
1.239013671875000000e-02,7.739257812500000000e-02,1.527099609375000000e-01,1.605224609375000000e-01,1.741943359375000000e-01,1.875000000000000000e-01,1.884765625000000000e-01,1.976318359375000000e-01,2.067871093750000000e-01,2.130126953125000000e-01,2.218017578125000000e-01,2.292480468750000000e-01,2.465820312500000000e-01,2.619628906250000000e-01,2.868652343750000000e-01,3.142089843750000000e-01,3.500976562500000000e-01,3.989257812500000000e-01,4.377441406250000000e-01,4.882812500000000000e-01,5.263671875000000000e-01,5.722656250000000000e-01,6.098632812500000000e-01,6.489257812500000000e-01,6.787109375000000000e-01,7.197265625000000000e-01,7.558593750000000000e-01,8.208007812500000000e-01,8.603515625000000000e-01,9.052734375000000000e-01,9.555664062500000000e-01,8.876953125000000000e-01
1.168060302734375000e-02,6.384277343750000000e-02,1.248779296875000000e-01,1.341552734375000000e-01,1.473388671875000000e-01,1.607666015625000000e-01,1.618652343750000000e-01,1.701660156250000000e-01,1.790771484375000000e-01,1.833496093750000000e-01,1.918945312500000000e-01,1.990966796875000000e-01,2.141113281250000000e-01,2.274169921875000000e-01,2.495117187500000000e-01,2.727050781250000000e-01,3.061523437500000000e-01,3.503417968750000000e-01,3.857421875000000000e-01,4.318847656250000000e-01,4.675292968750000000e-01,5.083007812500000000e-01,5.439453125000000000e-01,5.800781250000000000e-01,6.088867187500000000e-01,6.489257812500000000e-01,6.845703125000000000e-01,7.485351562500000000e-01,7.905273437500000000e-01,8.383789062500000000e-01,8.876953125000000000e-01,9.555664062500000000e-01
